event_type,code_system,raw_code,normalized_code,mimic_token,mimic_token_id,mapping_status,oov_cause,needed_normalization,description,source_code_system,n_events,n_patients,sample_description
diagnosis,ICD10,Y73.8,Y738,ICD10_Y738,20721.0,unmapped_icd_in_vocab,,true,"Miscellaneous gastroenterology and urology devices associated with adverse incidents, not elsewhere classified",ICD10,1,1,"Miscellaneous gastroenterology and urology devices associated with adverse incidents, not elsewhere classified"
diagnosis,ICD10,N60.02,N6002,ICD10_N6002,12687.0,unmapped_icd_in_vocab,,true,Solitary cyst of left breast,ICD10,1,1,Solitary cyst of left breast
diagnosis,ICD10,A37.80,A3780,ICD10_A3780,,oov,unknown_unmappable,true,,ICD10,1,1,Whooping cough due to other Bordetella species without pneumonia
diagnosis,ICD10,C79.49,C7949,ICD10_C7949,6137.0,unmapped_icd_in_vocab,,true,Secondary malignant neoplasm of other parts of nervous system,ICD10,1,1,Secondary malignant neoplasm of other parts of nervous system
diagnosis,ICD10,T24.222A,T24222A,ICD10_T24222A,,oov,unknown_unmappable,true,,ICD10,1,1,"Burn of second degree of left knee, initial encounter"
diagnosis,ICD10,T24.212D,T24212D,ICD10_T24212D,,oov,unknown_unmappable,true,,ICD10,4,1,"Burn of second degree of left thigh, subsequent encounter"
diagnosis,ICD10,H47.399,H47399,ICD10_H47399,8458.0,unmapped_icd_in_vocab,,true,"Other disorders of optic disc, unspecified eye",ICD10,1,1,"Optic nerve cupping, unspecified laterality"
diagnosis,ICD9,V61.42,V6142,ICD9_V6142,23290.0,unmapped_icd_in_vocab,,true,Substance abuse in family,ICD9,1,1,Substance abuse in family
diagnosis,ICD10,T82.49XA,T8249XA,ICD10_T8249XA,19479.0,unmapped_icd_in_vocab,,true,"Other complication of vascular dialysis catheter, initial encounter",ICD10,2,1,"Other complication of vascular dialysis catheter, initial encounter"
diagnosis,ICD10,N36.5,N365,ICD10_N365,12623.0,unmapped_icd_in_vocab,,true,Urethral false passage,ICD10,2,1,Urethral false passage
diagnosis,ICD10,M23.352,M23352,ICD10_M23352,,oov,unknown_unmappable,true,,ICD10,1,1,"Other meniscus derangements, posterior horn of lateral meniscus, left knee"
diagnosis,ICD10,S72.8X1A,S728X1A,ICD10_S728X1A,17224.0,unmapped_icd_in_vocab,,true,"Other fracture of right femur, initial encounter for closed fracture",ICD10,2,1,"Other fracture of right femur, initial encounter for closed fracture"
diagnosis,ICD9,E003.0,E0030,ICD9_E0030,22525.0,unmapped_icd_in_vocab,,true,Activities involving ice skating,ICD9,2,2,Activities involving ice skating
diagnosis,ICD10,S82.491D,S82491D,ICD10_S82491D,17622.0,unmapped_icd_in_vocab,,true,"Other fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing",ICD10,2,1,"Other fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
diagnosis,ICD10,S92.415A,S92415A,ICD10_S92415A,18165.0,unmapped_icd_in_vocab,,true,"Nondisplaced fracture of proximal phalanx of left great toe, initial encounter for closed fracture",ICD10,1,1,"Closed nondisplaced fracture of proximal phalanx of left great toe, initial encounter"
diagnosis,ICD10,Z32.01,Z3201,ICD10_Z3201,21144.0,unmapped_icd_in_vocab,,true,"Encounter for pregnancy test, result positive",ICD10,3,1,Pregnancy test positive
diagnosis,ICD9,692.84,69284,PHE_939,26670.0,mapped_phecode,,true,Atopic/contact dermatitis due to other or unspecified (dermatologic),ICD9,1,1,Dermatitis due to animal (cat) (dog) dander
diagnosis,ICD10,E89.810,E89810,ICD10_E89810,7056.0,unmapped_icd_in_vocab,,true,Postprocedural hemorrhage of an endocrine system organ or structure following an endocrine system procedure,ICD10,1,1,Postprocedural hemorrhage of an endocrine system organ or structure following an endocrine system procedure
diagnosis,ICD9,583.2,5832,PHE_580.11,26078.0,mapped_phecode,,true,Proliferative glomerulonephritis (genitourinary),ICD9,1,1,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranoproliferative glomerulonephritis"
diagnosis,ICD9,242.00,24200,PHE_242.1,25193.0,mapped_phecode,,true,Graves' disease (endocrine/metabolic),ICD9,1,1,Toxic diffuse goiter without mention of thyrotoxic crisis or storm
diagnosis,ICD10,F10.929,F10929,ICD10_F10929,7115.0,unmapped_icd_in_vocab,,true,"Alcohol use, unspecified with intoxication, unspecified",ICD10,1,1,Acute alcohol intoxication
diagnosis,ICD9,595.9,5959,PHE_592.1,26108.0,mapped_phecode,,true,Cystitis (genitourinary),ICD9,1,1,"Cystitis, unspecified"
diagnosis,ICD10,R94.30,R9430,ICD10_R9430,,oov,unknown_unmappable,true,,ICD10,2,1,Ejection fraction < 50%
diagnosis,ICD10,Y92.000,Y92000,ICD10_Y92000,20781.0,unmapped_icd_in_vocab,,true,Kitchen of unspecified non-institutional (private) residence as the place of occurrence of the external cause,ICD10,1,1,Kitchen of unspecified non-institutional (private) residence as the place of occurrence of the external cause
diagnosis,ICD10,T82.118A,T82118A,ICD10_T82118A,19443.0,unmapped_icd_in_vocab,,true,"Breakdown (mechanical) of other cardiac electronic device, initial encounter",ICD10,3,1,ICD (implantable cardioverter-defibrillator) malfunction
diagnosis,ICD9,372.73,37273,PHE_372,25625.0,mapped_phecode,,true,Disorders of conjunctiva (sense organs),ICD9,2,1,Chemosis of conjunctiva
diagnosis,ICD9,V44.59,V4459,PHE_599,26134.0,mapped_phecode,,true,Other symptoms/disorders or the urinary system (genitourinary),ICD9,1,1,Other cystostomy status
diagnosis,ICD10,S69.80XA,S6980XA,ICD10_S6980XA,16979.0,unmapped_icd_in_vocab,,true,"Other specified injuries of unspecified wrist, hand and finger(s), initial encounter",ICD10,1,1,"Other specified injuries of unspecified wrist, hand and finger(s), initial encounter"
diagnosis,ICD9,924.21,92421,PHE_916,26664.0,mapped_phecode,,true,Contusion (injuries & poisonings),ICD9,1,1,Contusion of ankle
diagnosis,ICD9,V25.9,V259,ICD9_V259,,oov,code_version_mismatch,true,,ICD9,2,1,Unspecified contraceptive management
diagnosis,ICD9,813.47,81347,PHE_803.2,26610.0,mapped_phecode,,true,Fracture of radius and ulna (injuries & poisonings),ICD9,2,1,Torus fracture of radius and ulna
diagnosis,ICD9,738.6,7386,PHE_738,26464.0,mapped_phecode,,true,Other acquired musculoskeletal deformity (musculoskeletal),ICD9,1,1,Acquired deformity of pelvis
diagnosis,ICD10,J30.5,J305,ICD10_J305,,oov,unknown_unmappable,true,,ICD10,1,1,Non-seasonal allergic rhinitis due to food
diagnosis,ICD9,524.89,52489,PHE_524,25938.0,mapped_phecode,,true,"Dentofacial anomalies, including malocclusion (digestive)",ICD9,2,1,Other specified dentofacial anomalies(524.89)
diagnosis,ICD10,S21.202D,S21202D,ICD10_S21202D,,oov,unknown_unmappable,true,,ICD10,1,1,"Unspecified open wound of left back wall of thorax without penetration into thoracic cavity, subsequent encounter"
diagnosis,ICD9,E967.5,E9675,ICD9_E9675,22937.0,unmapped_icd_in_vocab,,true,"Perpetrator of child and adult abuse, by sibling",ICD9,1,1,Perpetrator of child and adult abuse by sibling
diagnosis,ICD10,S42.454S,S42454S,ICD10_S42454S,,oov,unknown_unmappable,true,,ICD10,1,1,"Closed nondisplaced fracture of lateral condyle of right humerus, sequela"
diagnosis,ICD10,S59.121A,S59121A,ICD10_S59121A,,oov,unknown_unmappable,true,,ICD10,3,1,"Closed Salter-Harris type II physeal fracture of proximal end of right radius, initial encounter"
diagnosis,ICD10,T40.7X5A,T407X5A,ICD10_T407X5A,18761.0,unmapped_icd_in_vocab,,true,"Adverse effect of cannabis (derivatives), initial encounter",ICD10,1,1,"Adverse effect of cannabis (derivatives), initial encounter"
diagnosis,ICD10,Z49.01,Z4901,ICD10_Z4901,21261.0,unmapped_icd_in_vocab,,true,Encounter for fitting and adjustment of extracorporeal dialysis catheter,ICD10,2,1,Encounter for fitting and adjustment of extracorporeal dialysis catheter
diagnosis,ICD9,E876.9,E8769,ICD9_E8769,22759.0,unmapped_icd_in_vocab,,true,Unspecified misadventure during medical care,ICD9,1,1,Unspecified misadventure during medical care
diagnosis,ICD10,H35.023,H35023,ICD10_H35023,,oov,unknown_unmappable,true,,ICD10,2,1,"Exudative retinopathy, bilateral"
diagnosis,ICD10,F03.91,F0391,ICD10_F0391,7067.0,unmapped_icd_in_vocab,,true,"Unspecified dementia, unspecified severity, with behavioral disturbance",ICD10,1,1,"Dementia with behavioral disturbance, unspecified dementia type"
diagnosis,ICD9,285.0,2850,PHE_285.3,25368.0,mapped_phecode,,true,Sideroblastic anemia (hematopoietic),ICD9,1,1,Pearson's syndrome
diagnosis,ICD10,S06.890S,S06890S,ICD10_S06890S,14494.0,unmapped_icd_in_vocab,,true,"Other specified intracranial injury without loss of consciousness, sequela",ICD10,1,1,"Other specified intracranial injury without loss of consciousness, sequela"
diagnosis,ICD10,S66.829A,S66829A,ICD10_S66829A,,oov,unknown_unmappable,true,,ICD10,1,1,Laceration of flexor tendon of hand
diagnosis,ICD10,S53.004D,S53004D,ICD10_S53004D,,oov,unknown_unmappable,true,,ICD10,1,1,"Unspecified dislocation of right radial head, subsequent encounter"
diagnosis,ICD10,M67.361,M67361,ICD10_M67361,,oov,unknown_unmappable,true,,ICD10,1,1,"Transient synovitis of knee, right"
diagnosis,ICD10,S42.432A,S42432A,ICD10_S42432A,15863.0,unmapped_icd_in_vocab,,true,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, initial encounter for closed fracture",ICD10,1,1,"Closed displaced avulsion fracture of lateral epicondyle of left humerus, initial encounter"
diagnosis,ICD10,S63.610A,S63610A,ICD10_S63610A,16806.0,unmapped_icd_in_vocab,,true,"Unspecified sprain of right index finger, initial encounter",ICD10,2,1,"Sprain of right index finger, initial encounter"
diagnosis,ICD10,C94.81,C9481,ICD10_C9481,6449.0,unmapped_icd_in_vocab,,true,"Other specified leukemias, in remission",ICD10,1,1,Other specified leukemia in remission
medication,RXNORM,895711,895711,RXN_895711,,oov,pediatric_absent,false,"influenza vacc,tri 2009 (live)",RXNORM,1,1,"influenza vacc,tri 2009 (live)"
medication,RXNORM,309291,309291,RXN_309291,,oov,pediatric_absent,false,ciclopirox,RXNORM,1,1,ciclopirox
medication,RXNORM,57555,57555,RXN_57555,,oov,pediatric_absent,false,pramoxine HCl/camph/zinc acet,RXNORM,1,1,pramoxine HCl/camph/zinc acet
medication,RXNORM,1085640,1085640,RXN_1085640,,oov,pediatric_absent,false,triamcinolone acetonide,RXNORM,1,1,triamcinolone acetonide
medication,RXNORM,197606,197606,RXN_197606,28126.0,rxcui_exact,,false,DIGOXIN 250 ug ORAL TABLET (medication),RXNORM,1,1,digoxin
medication,RXNORM,687043,687043,RXN_687043,,oov,pediatric_absent,false,dextroamphetamine/amphetamine,RXNORM,2,1,dextroamphetamine/amphetamine
medication,RXNORM,359601,359601,RXN_359601,,oov,pediatric_absent,false,guaifenesin,RXNORM,1,1,guaifenesin
medication,RXNORM,197770,197770,RXN_197770,28153.0,rxcui_exact,,false,HYDROCHLOROTHIAZIDE 50 mg ORAL TABLET (medication),RXNORM,1,1,hydrochlorothiazide
medication,RXNORM,242297,242297,RXN_242297,,oov,pediatric_absent,false,levonorgestrel-ethin estradiol,RXNORM,2,1,levonorgestrel-ethin estradiol
procedure,ICD10PCS,0KNR0ZZ,0KNR0ZZ,CCS_160,68.0,mapped_ccs,,false,Other therapeutic procedures on muscles and tendons (procedure),ICD-10-PCS,1,1,"Release Left Upper Leg Muscle, Open Approach"
procedure,ICD10PCS,0KNQ0ZZ,0KNQ0ZZ,CCS_160,68.0,mapped_ccs,,false,Other therapeutic procedures on muscles and tendons (procedure),ICD-10-PCS,1,1,"Release Right Upper Leg Muscle, Open Approach"
procedure,ICD9PCS,35.42,3542,CCS_49,175.0,mapped_ccs,,true,Other OR heart procedures (procedure),ICD-9-CM Volume 3,3,3,CREATE SEPTAL DEFECT
procedure,ICD10PCS,09CM8ZZ,09CM8ZZ,CCS_26,150.0,mapped_ccs,,false,Other therapeutic ear procedures (procedure),ICD-10-PCS,1,1,"Extirpation of Matter from Nasal Septum, Via Natural or Artificial Opening Endoscopic"
procedure,ICD10PCS,00H002Z,00H002Z,CCS_7,198.0,mapped_ccs,,false,Other diagnostic nervous system procedures (procedure),ICD-10-PCS,2,2,"Insertion of Monitoring Device into Brain, Open Approach"
procedure,ICD10PCS,0J980ZZ,0J980ZZ,CCS_168,76.0,mapped_ccs,,false,Incision and drainage; skin and subcutaneous tissue (procedure),ICD-10-PCS,2,2,"Drainage of Abdomen Subcutaneous Tissue and Fascia, Open Approach"
procedure,ICD10PCS,B314YZZ,B314YZZ,CCS_188,98.0,mapped_ccs,,false,Cerebral arteriogram (procedure),ICD-10-PCS,1,1,Fluoroscopy of Left Common Carotid Artery using Other Contrast
procedure,ICD10PCS,0QS606Z,0QS606Z,CCS_146,52.0,mapped_ccs,,false,Treatment; fracture or dislocation of hip and femur (procedure),ICD-10-PCS,1,1,"Reposition Right Upper Femur with Intramedullary Internal Fixation Device, Open Approach"
procedure,ICD10PCS,06100KQ,06100KQ,CCS_56,183.0,mapped_ccs,,false,Other vascular bypass and shunt; not heart (procedure),ICD-10-PCS,1,1,"Bypass Inferior Vena Cava to Right Pulmonary Artery with Nonautologous Tissue Substitute, Open Approach"
procedure,ICD10PCS,0T9130Z,0T9130Z,CCS_111,14.0,mapped_ccs,,false,Other non-OR therapeutic procedures of urinary tract (procedure),ICD-10-PCS,2,2,"Drainage of Left Kidney with Drainage Device, Percutaneous Approach"
procedure,ICD9PCS,35.53,3553,CCS_49,175.0,mapped_ccs,,true,Other OR heart procedures (procedure),ICD-9-CM Volume 3,7,7,PROS REP VENTRIC DEF-OPN
procedure,ICD9PCS,03.98,0398,CCS_9,220.0,mapped_ccs,,true,Other OR therapeutic nervous system procedures (procedure),ICD-9-CM Volume 3,1,1,REMOVE SPINE THECA SHUNT
procedure,ICD9PCS,03.90,0390,CCS_5,176.0,mapped_ccs,,true,Insertion of catheter or spinal stimulator and injection into spinal canal (procedure),ICD-9-CM Volume 3,3,3,INSERT SPINAL CANAL CATH
procedure,ICD10PCS,0UBK7ZZ,0UBK7ZZ,CCS_132,37.0,mapped_ccs,,false,Other OR therapeutic procedures; female organs (procedure),ICD-10-PCS,1,1,"Excision of Hymen, Via Natural or Artificial Opening"
procedure,ICD10PCS,0J963ZZ,0J963ZZ,CCS_168,76.0,mapped_ccs,,false,Incision and drainage; skin and subcutaneous tissue (procedure),ICD-10-PCS,1,1,"Drainage of Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
procedure,ICD10PCS,0DH98UZ,0DH98UZ,CCS_93,224.0,mapped_ccs,,false,Other non-OR upper GI therapeutic procedures (procedure),ICD-10-PCS,1,1,"Insertion of Feeding Device into Duodenum, Via Natural or Artificial Opening Endoscopic"
procedure,ICD10PCS,08933ZZ,08933ZZ,CCS_14,45.0,mapped_ccs,,false,Glaucoma procedures (procedure),ICD-10-PCS,2,1,"Drainage of Left Anterior Chamber, Percutaneous Approach"
procedure,ICD10PCS,0BDF8ZX,0BDF8ZX,CCS_37,162.0,mapped_ccs,,false,Diagnostic bronchoscopy and biopsy of bronchus (procedure),ICD-10-PCS,4,2,"Extraction of Right Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic"
procedure,ICD10PCS,0Q830ZZ,0Q830ZZ,CCS_161,69.0,mapped_ccs,,false,Other OR therapeutic procedures on bone (procedure),ICD-10-PCS,3,3,"Division of Left Pelvic Bone, Open Approach"
procedure,ICD10PCS,0QS70ZZ,0QS70ZZ,CCS_146,52.0,mapped_ccs,,false,Treatment; fracture or dislocation of hip and femur (procedure),ICD-10-PCS,3,3,"Reposition Left Upper Femur, Open Approach"
procedure,ICD10PCS,0JD70ZZ,0JD70ZZ,CCS_175,84.0,mapped_ccs,,false,Other OR therapeutic procedures on skin and breast (procedure),ICD-10-PCS,3,2,"Extraction of Back Subcutaneous Tissue and Fascia, Open Approach"
procedure,ICD9PCS,95.09,9509,CCS_220,135.0,mapped_ccs,,true,Ophthalmologic and otologic diagnosis and treatment (procedure),ICD-9-CM Volume 3,2,2,EYE EXAMINATION NOS
procedure,ICD9PCS,58.23,5823,CCS_100,2.0,mapped_ccs,,true,Endoscopy and endoscopic biopsy of the urinary tract (procedure),ICD-9-CM Volume 3,1,1,URETHRAL BIOPSY
procedure,ICD10PCS,00Q64ZZ,00Q64ZZ,CCS_9,220.0,mapped_ccs,,false,Other OR therapeutic nervous system procedures (procedure),ICD-10-PCS,1,1,"Repair Cerebral Ventricle, Percutaneous Endoscopic Approach"
procedure,ICD9PCS,32.41,3241,CCS_36,161.0,mapped_ccs,,true,Lobectomy or pneumonectomy (procedure),ICD-9-CM Volume 3,1,1,THORAC LOBECTOMY LUNG
procedure,ICD10PCS,08DK3ZZ,08DK3ZZ,CCS_15,56.0,mapped_ccs,,false,Lens and cataract procedures (procedure),ICD-10-PCS,3,3,"Extraction of Left Lens, Percutaneous Approach"
procedure,ICD10PCS,0JBJ0ZZ,0JBJ0ZZ,CCS_175,84.0,mapped_ccs,,false,Other OR therapeutic procedures on skin and breast (procedure),ICD-10-PCS,1,1,"Excision of Right Hand Subcutaneous Tissue and Fascia, Open Approach"
procedure,ICD9PCS,21.29,2129,CCS_31,156.0,mapped_ccs,,true,Diagnostic procedures on nose; mouth and pharynx (procedure),ICD-9-CM Volume 3,1,1,NASAL DX PROC NEC
procedure,ICD9PCS,17.42,1742,CCS_231,147.0,mapped_ccs,,true,Other therapeutic procedures (procedure),ICD-9-CM Volume 3,2,2,LAP ROBOTIC ASSIST PROC
procedure,ICD10PCS,0W9C4ZZ,0W9C4ZZ,CCS_42,168.0,mapped_ccs,,false,Other OR Rx procedures on respiratory system and mediastinum (procedure),ICD-10-PCS,1,1,"Drainage of Mediastinum, Percutaneous Endoscopic Approach"
procedure,ICD10PCS,0B9C7ZX,0B9C7ZX,CCS_37,162.0,mapped_ccs,,false,Diagnostic bronchoscopy and biopsy of bronchus (procedure),ICD-10-PCS,1,1,"Drainage of Right Upper Lung Lobe, Via Natural or Artificial Opening, Diagnostic"
procedure,ICD10PCS,0QB03ZX,0QB03ZX,CCS_159,66.0,mapped_ccs,,false,Other diagnostic procedures on musculoskeletal system (procedure),ICD-10-PCS,1,1,"Excision of Lumbar Vertebra, Percutaneous Approach, Diagnostic"
procedure,ICD9PCS,39.63,3963,CCS_50,177.0,mapped_ccs,,true,Extracorporeal circulation auxiliary to open heart procedures (procedure),ICD-9-CM Volume 3,1,1,CARDIOPLEGIA
procedure,ICD9PCS,37.11,3711,CCS_49,175.0,mapped_ccs,,true,Other OR heart procedures (procedure),ICD-9-CM Volume 3,1,1,CARDIOTOMY
procedure,ICD10PCS,0WJC0ZZ,0WJC0ZZ,CCS_40,166.0,mapped_ccs,,false,Other diagnostic procedures of respiratory tract and mediastinum (procedure),ICD-10-PCS,1,1,"Inspection of Mediastinum, Open Approach"
procedure,ICD10PCS,021X0ZP,021X0ZP,CCS_56,183.0,mapped_ccs,,false,Other vascular bypass and shunt; not heart (procedure),ICD-10-PCS,1,1,"Bypass Thoracic Aorta, Ascending/Arch to Pulmonary Trunk, Open Approach"
procedure,ICD10PCS,021V0ZR,021V0ZR,CCS_56,183.0,mapped_ccs,,false,Other vascular bypass and shunt; not heart (procedure),ICD-10-PCS,1,1,"Bypass Superior Vena Cava to Left Pulmonary Artery, Open Approach"
procedure,ICD10PCS,BW03ZZZ,BW03ZZZ,CCS_183,93.0,mapped_ccs,,false,Routine chest X-ray (procedure),ICD-10-PCS,1,1,Plain Radiography of Chest
procedure,ICD10PCS,0H9JXZZ,0H9JXZZ,CCS_168,76.0,mapped_ccs,,false,Incision and drainage; skin and subcutaneous tissue (procedure),ICD-10-PCS,1,1,"Drainage of Left Upper Leg Skin, External Approach"
procedure,ICD10PCS,0BBC0ZZ,0BBC0ZZ,CCS_36,161.0,mapped_ccs,,false,Lobectomy or pneumonectomy (procedure),ICD-10-PCS,1,1,"Excision of Right Upper Lung Lobe, Open Approach"
procedure,ICD10PCS,02PY0CZ,02PY0CZ,CCS_61,189.0,mapped_ccs,,false,Other OR procedures on vessels other than head and neck (procedure),ICD-10-PCS,3,3,"Removal of Extraluminal Device from Great Vessel, Open Approach"
procedure,ICD10PCS,BR31ZZZ,BR31ZZZ,CCS_198,109.0,mapped_ccs,,false,Magnetic resonance imaging (procedure),ICD-10-PCS,1,1,Magnetic Resonance Imaging (MRI) of Cervical Disc(s)
procedure,ICD10PCS,2W0LX2Z,2W0LX2Z,CCS_214,128.0,mapped_ccs,,false,Traction; splints; and other wound care (procedure),ICD-10-PCS,1,1,Change Cast on Right Lower Extremity
procedure,ICD10PCS,B543ZZZ,B543ZZZ,CCS_192,103.0,mapped_ccs,,false,Diagnostic ultrasound of head and neck (procedure),ICD-10-PCS,1,1,Ultrasonography of Right Jugular Veins
procedure,ICD9PCS,44.22,4422,CCS_93,224.0,mapped_ccs,,true,Other non-OR upper GI therapeutic procedures (procedure),ICD-9-CM Volume 3,2,1,ENDOSCOP DILATE PYLORUS
procedure,ICD10PCS,02SX0ZZ,02SX0ZZ,CCS_61,189.0,mapped_ccs,,false,Other OR procedures on vessels other than head and neck (procedure),ICD-10-PCS,1,1,"Reposition Thoracic Aorta, Ascending/Arch, Open Approach"
procedure,ICD10PCS,0QB70ZZ,0QB70ZZ,CCS_142,48.0,mapped_ccs,,false,Partial excision bone (procedure),ICD-10-PCS,2,2,"Excision of Left Upper Femur, Open Approach"
procedure,ICD9PCS,37.49,3749,CCS_49,175.0,mapped_ccs,,true,Other OR heart procedures (procedure),ICD-9-CM Volume 3,1,1,HEART/PERICARD REPR NEC
procedure,ICD10PCS,03Q40ZZ,03Q40ZZ,CCS_61,189.0,mapped_ccs,,false,Other OR procedures on vessels other than head and neck (procedure),ICD-10-PCS,1,1,"Repair Left Subclavian Artery, Open Approach"
procedure,ICD10PCS,02BW0ZZ,02BW0ZZ,CCS_52,179.0,mapped_ccs,,false,Aortic resection; replacement or anastomosis (procedure),ICD-10-PCS,1,1,"Excision of Thoracic Aorta, Descending, Open Approach"
procedure,ICD10PCS,BR40ZZZ,BR40ZZZ,CCS_197,108.0,mapped_ccs,,false,Other diagnostic ultrasound (procedure),ICD-10-PCS,1,1,Ultrasonography of Cervical Spine
procedure,ICD10PCS,0PSG34Z,0PSG34Z,CCS_148,54.0,mapped_ccs,,false,Other fracture and dislocation procedure (procedure),ICD-10-PCS,2,2,"Reposition Left Humeral Shaft with Internal Fixation Device, Percutaneous Approach"
procedure,ICD10PCS,02B80ZZ,02B80ZZ,CCS_49,175.0,mapped_ccs,,false,Other OR heart procedures (procedure),ICD-10-PCS,1,1,"Excision of Conduction Mechanism, Open Approach"
procedure,ICD9PCS,88.47,8847,CCS_191,102.0,mapped_ccs,,true,Arterio- or venogram (not heart and head) (procedure),ICD-9-CM Volume 3,1,1,CONTR ABD ARTERIOGRM NEC
procedure,ICD10PCS,0BDG8ZX,0BDG8ZX,CCS_37,162.0,mapped_ccs,,false,Diagnostic bronchoscopy and biopsy of bronchus (procedure),ICD-10-PCS,3,2,"Extraction of Left Upper Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic"
procedure,ICD10PCS,0BCL8ZZ,0BCL8ZZ,CCS_42,168.0,mapped_ccs,,false,Other OR Rx procedures on respiratory system and mediastinum (procedure),ICD-10-PCS,1,1,"Extirpation of Matter from Left Lung, Via Natural or Artificial Opening Endoscopic"
procedure,ICD10PCS,0BC68ZZ,0BC68ZZ,CCS_229,144.0,mapped_ccs,,false,Nonoperative removal of foreign body (procedure),ICD-10-PCS,1,1,"Extirpation of Matter from Right Lower Lobe Bronchus, Via Natural or Artificial Opening Endoscopic"
procedure,ICD10PCS,0J9N3ZX,0J9N3ZX,CCS_168,76.0,mapped_ccs,,false,Incision and drainage; skin and subcutaneous tissue (procedure),ICD-10-PCS,1,1,"Drainage of Right Lower Leg Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
procedure,ICD10PCS,0W990ZZ,0W990ZZ,CCS_39,164.0,mapped_ccs,,false,Incision of pleura; thoracentesis; chest drainage (procedure),ICD-10-PCS,1,1,"Drainage of Right Pleural Cavity, Open Approach"
procedure,ICD9PCS,99.74,9974,CCS_231,147.0,mapped_ccs,,true,Other therapeutic procedures (procedure),ICD-9-CM Volume 3,1,1,THERAPEU PLATELTPHERESIS
procedure,ICD10PCS,B31GYZZ,B31GYZZ,CCS_188,98.0,mapped_ccs,,false,Cerebral arteriogram (procedure),ICD-10-PCS,1,1,Fluoroscopy of Bilateral Vertebral Arteries using Other Contrast
procedure,ICD10PCS,0UC98ZZ,0UC98ZZ,CCS_131,36.0,mapped_ccs,,false,Other non-OR therapeutic procedures; female organs (procedure),ICD-10-PCS,1,1,"Extirpation of Matter from Uterus, Via Natural or Artificial Opening Endoscopic"
procedure,ICD10PCS,0QHB04Z,0QHB04Z,CCS_146,52.0,mapped_ccs,,false,Treatment; fracture or dislocation of hip and femur (procedure),ICD-10-PCS,1,1,"Insertion of Internal Fixation Device into Right Lower Femur, Open Approach"
procedure,ICD10PCS,0QHH04Z,0QHH04Z,CCS_147,53.0,mapped_ccs,,false,Treatment; fracture or dislocation of lower extremity (other than hip or femur) (procedure),ICD-10-PCS,1,1,"Insertion of Internal Fixation Device into Left Tibia, Open Approach"
procedure,ICD10PCS,00B60ZZ,00B60ZZ,CCS_1,0.0,mapped_ccs,,false,Incision and excision of CNS (procedure),ICD-10-PCS,1,1,"Excision of Cerebral Ventricle, Open Approach"
procedure,ICD10PCS,027G3ZZ,027G3ZZ,CCS_43,169.0,mapped_ccs,,false,Heart valve procedures (procedure),ICD-10-PCS,1,1,"Dilation of Mitral Valve, Percutaneous Approach"
procedure,ICD10PCS,00P00MZ,00P00MZ,CCS_9,220.0,mapped_ccs,,false,Other OR therapeutic nervous system procedures (procedure),ICD-10-PCS,1,1,"Removal of Neurostimulator Lead from Brain, Open Approach"
procedure,ICD10PCS,0W3P8ZZ,0W3P8ZZ,CCS_98,229.0,mapped_ccs,,false,Other non-OR gastrointestinal therapeutic procedures (procedure),ICD-10-PCS,2,2,"Control Bleeding in Gastrointestinal Tract, Via Natural or Artificial Opening Endoscopic"
procedure,ICD10PCS,024G082,024G082,CCS_43,169.0,mapped_ccs,,false,Heart valve procedures (procedure),ICD-10-PCS,1,1,"Creation of Mitral Valve from Common Atrioventricular Valve using Zooplastic Tissue, Open Approach"
procedure,ICD10PCS,0QB30ZZ,0QB30ZZ,CCS_142,48.0,mapped_ccs,,false,Partial excision bone (procedure),ICD-10-PCS,1,1,"Excision of Left Pelvic Bone, Open Approach"
procedure,ICD10PCS,BT1BYZZ,BT1BYZZ,CCS_226,141.0,mapped_ccs,,false,Other diagnostic radiology and related techniques (procedure),ICD-10-PCS,1,1,Fluoroscopy of Bladder and Urethra using Other Contrast
procedure,ICD9PCS,37.26,3726,CCS_62,190.0,mapped_ccs,,true,Other diagnostic cardiovascular procedures (procedure),ICD-9-CM Volume 3,1,1,CATH BASE INVASV EP TEST
procedure,ICD10PCS,00PUX0Z,00PUX0Z,CCS_8,209.0,mapped_ccs,,false,Other non-OR or closed therapeutic nervous system procedures (procedure),ICD-10-PCS,1,1,"Removal of Drainage Device from Spinal Canal, External Approach"
procedure,ICD10PCS,0JWS3JZ,0JWS3JZ,CCS_174,83.0,mapped_ccs,,false,Other non-OR therapeutic procedures on skin and breast (procedure),ICD-10-PCS,2,2,"Revision of Synthetic Substitute in Head and Neck Subcutaneous Tissue and Fascia, Percutaneous Approach"
procedure,ICD9PCS,97.86,9786,CCS_98,229.0,mapped_ccs,,true,Other non-OR gastrointestinal therapeutic procedures (procedure),ICD-9-CM Volume 3,4,2,REMOV ABDOMEN DEVICE NEC
