event_type,code_system,raw_code,normalized_code,mimic_token,mapping_status,oov_cause,n_events,n_patients,sample_description
procedure,HCPCS,64195,64195,HCPCS_64195,oov,unknown_unmappable,1,1,"LARYNGOSCOPY, FLEX FIBEROPTIC DIAGNOSTIC"
diagnosis,ICD10,T80.90XD,T8090XD,ICD10_T8090XD,oov,unknown_unmappable,1,1,"Infusion reaction, subsequent encounter"
procedure,HCPCS,38849,38849,HCPCS_38849,oov,unknown_unmappable,1,1,INTUBATION
procedure,HCPCS,43146,43146,HCPCS_43146,oov,unknown_unmappable,1,1,MR CHEST WITHOUT THEN WITH CONTRAST
procedure,HCPCS,8965,8965,HCPCS_8965,oov,unknown_unmappable,1,1,PR RIB CARTILAGE GRAFT TO FACE
procedure,HCPCS,16076,16076,HCPCS_16076,oov,unknown_unmappable,1,1,LYSIS OF LABIAL ADHESIONS
medication,RXNORM,2099132,2099132,RXN_2099132,oov,pediatric_absent,1,1,benoxinate HCl/fluorescein sod
diagnosis,ICD10,T85.618S,T85618S,ICD10_T85618S,oov,unknown_unmappable,1,1,"Shunt malfunction, sequela"
diagnosis,ICD10,M71.379,M71379,ICD10_M71379,oov,unknown_unmappable,1,1,"Other bursal cyst, unspecified ankle and foot"
procedure,HCPCS,26880,26880,HCPCS_26880,oov,unknown_unmappable,1,1,PR ELECTROMYOGRAPH BIOFEEDBACK
procedure,HCPCS,47822,47822,HCPCS_47822,oov,unknown_unmappable,1,1,HX TENDON MANIPULATION
procedure,HCPCS,11795,11795,HCPCS_11795,oov,unknown_unmappable,1,1,"PR REPAIR CHOANAL ATRESIA,INTRANASAL"
diagnosis,ICD10,S49.91XD,S4991XD,ICD10_S4991XD,oov,unknown_unmappable,1,1,"Arm injury, right, subsequent encounter"
medication,RXNORM,542347,542347,RXN_542347,oov,pediatric_absent,1,1,isoflurane
medication,RXNORM,430902,430902,RXN_430902,oov,pediatric_absent,1,1,baclofen
procedure,HCPCS,23226,23226,HCPCS_23226,oov,unknown_unmappable,1,1,"PR SLEEP STUDY, ATTENDED"
procedure,HCPCS,87881,87881,HCPCS_87881,oov,unknown_unmappable,1,1,SUBTOTAL COLECTOMY AND ILEOSTOMY
procedure,HCPCS,47165,47165,HCPCS_47165,oov,unknown_unmappable,1,1,USE ORDER SET
medication,RXNORM,1544968,1544968,RXN_1544968,oov,pediatric_absent,1,1,phenyleph/shark liv.oil/mo/pet
procedure,HCPCS,47767,47767,HCPCS_47767,oov,unknown_unmappable,1,1,HX INTRAUTERINE DEVICE INSERTION
procedure,HCPCS,49916,49916,HCPCS_49916,oov,unknown_unmappable,1,1,HX AORTIC ROOT REPLACEMENT
diagnosis,ICD10,M24.359,M24359,ICD10_M24359,oov,unknown_unmappable,1,1,Spastic hip dislocation
diagnosis,ICD9,E913.9,E9139,ICD9_E9139,oov,code_version_mismatch,1,1,Traumatic asphyxial state
procedure,HCPCS,11961,11961,HCPCS_11961,oov,unknown_unmappable,1,1,"PR LARYNGOSCOPY,DIRECT,DX,OP MICROSCOP"
diagnosis,ICD10,S31.139D,S31139D,ICD10_S31139D,oov,unknown_unmappable,1,1,"Gunshot wound of abdomen, subsequent encounter"
procedure,HCPCS,61285,61285,HCPCS_61285,oov,unknown_unmappable,1,1,"SHUNT TAP, FOR ASP OR INJ"
diagnosis,ICD10,W04.XXXD,W04XXXD,ICD10_W04XXXD,oov,unknown_unmappable,1,1,"Fall while being carried or supported by other persons, subsequent encounter"
diagnosis,ICD10,S59.292A,S59292A,ICD10_S59292A,oov,unknown_unmappable,1,1,"Other physeal fracture of lower end of radius, left arm, initial encounter for closed fracture"
procedure,HCPCS,16776,16776,HCPCS_16776,oov,unknown_unmappable,1,1,"PR SUBDUR IMPLNT ELECTR, CRAN BONE FLAP"
procedure,HCPCS,49978,49978,HCPCS_49978,oov,unknown_unmappable,1,1,"HX COARCTATION REPAIR, END TO END"
procedure,HCPCS,50070,50070,HCPCS_50070,oov,unknown_unmappable,1,1,"HX LIGATION, THORACIC DUCT"
procedure,HCPCS,81005,81005,HCPCS_81005,oov,unknown_unmappable,1,1,LABIAL FRENOTOMY
medication,RXNORM,312793,312793,RXN_312793,oov,pediatric_absent,1,1,resorcinol/sulfur
diagnosis,ICD10,Q70.11,Q7011,ICD10_Q7011,oov,unknown_unmappable,1,1,"Webbed fingers, right hand"
procedure,HCPCS,507,507,HCPCS_507,oov,unknown_unmappable,1,1,ECHOCARDIOGRAM TRANSTHORACIC
procedure,HCPCS,47565,47565,HCPCS_47565,oov,unknown_unmappable,1,1,HX NASAL POLYP SURGERY
procedure,HCPCS,45627,45627,HCPCS_45627,oov,unknown_unmappable,1,1,HX TONS & ADEN
medication,RXNORM,1111663,1111663,RXN_1111663,oov,pediatric_absent,1,1,guaifenesin/dextromethorphan
procedure,HCPCS,50150,50150,HCPCS_50150,oov,unknown_unmappable,1,1,"HX SHUNT, SYSTEMIC TO PULMONARY, OTHER"
diagnosis,ICD10,S62.292A,S62292A,ICD10_S62292A,oov,unknown_unmappable,1,1,"Other fracture of first metacarpal bone, left hand, initial encounter for closed fracture"
procedure,HCPCS,90834,90834,HCPCS_90834,oov,unknown_unmappable,1,1,IR GU INTERVENTIONAL OTHER CONSULT
procedure,HCPCS,11757,11757,HCPCS_11757,oov,unknown_unmappable,1,1,"PR EXCISION TURBINATE,SUBMUCOUS"
diagnosis,ICD10,P74.31,P7431,ICD10_P7431,oov,unknown_unmappable,1,1,Hyperkalemia of newborn
diagnosis,ICD10,S62.292B,S62292B,ICD10_S62292B,oov,unknown_unmappable,1,1,"Other fracture of first metacarpal bone, left hand, initial encounter for open fracture"
diagnosis,ICD10,S86.819A,S86819A,ICD10_S86819A,oov,unknown_unmappable,1,1,Strain of calf muscle
diagnosis,ICD10,S60.429A,S60429A,ICD10_S60429A,oov,unknown_unmappable,1,1,"Blister of finger, initial encounter"
diagnosis,ICD9,V31.01,V3101,ICD9_V3101,oov,code_version_mismatch,1,1,"Twin birth, mate liveborn, born in hospital, delivered by cesarean delivery"
diagnosis,ICD9,764.02,76402,ICD9_76402,oov,code_version_mismatch,1,1,"Light-for-dates without mention of fetal malnutrition, 500-749 grams"
procedure,HCPCS,50174,50174,HCPCS_50174,oov,unknown_unmappable,1,1,"HX TRUNCUS ARTERIOSUS, REPAIR"
procedure,HCPCS,46086,46086,HCPCS_46086,oov,unknown_unmappable,1,1,HX I&D EAR ABS/HEMATO; COMP
procedure,HCPCS,481,481,HCPCS_481,oov,unknown_unmappable,1,1,ECHOCARDIOGRAM TRANSESOPHAGEAL
medication,RXNORM,244098,244098,RXN_244098,oov,pediatric_absent,1,1,dextrose 10 % and 0.45 % NaCl
procedure,HCPCS,56889,56889,HCPCS_56889,oov,unknown_unmappable,1,1,PENROSE DRAIN
procedure,HCPCS,85815,85815,HCPCS_85815,oov,unknown_unmappable,1,1,TONSILECTOMY & ADNOIDECTOMY (42820/42821) - OR TIME
medication,RXNORM,6750,6750,RXN_6750,oov,pediatric_absent,1,1,eucalyptus/menthol
procedure,HCPCS,93397,93397,HCPCS_93397,oov,unknown_unmappable,1,1,HX MRI CHEST
medication,RXNORM,857391,857391,RXN_857391,oov,pediatric_absent,1,1,hydrocodone/acetaminophen
medication,RXNORM,891893,891893,RXN_891893,oov,pediatric_absent,1,1,morphine sulfate
procedure,HCPCS,14103,14103,HCPCS_14103,oov,unknown_unmappable,1,1,"PR LAP,ESOPHAGOGAST FUNDOPLASTY"
medication,RXNORM,858810,858810,RXN_858810,oov,pediatric_absent,1,1,enalapril maleate
medication,RXNORM,197508,197508,RXN_197508,oov,pediatric_absent,1,1,cimetidine
procedure,HCPCS,47748,47748,HCPCS_47748,oov,unknown_unmappable,1,1,HX LIVER BIOPSY
procedure,HCPCS,45661,45661,HCPCS_45661,oov,unknown_unmappable,1,1,HX CANDELLA V - BEAM LASER-HERMANGIOMA
procedure,HCPCS,60625,60625,HCPCS_60625,oov,unknown_unmappable,1,1,SCROTAL ORCHIOPEXY
procedure,HCPCS,62133,62133,HCPCS_62133,oov,unknown_unmappable,1,1,INTUBATION ENDOTRACHEAL EMERGENCY PROCEDURE
diagnosis,ICD10,S93.602D,S93602D,ICD10_S93602D,oov,unknown_unmappable,1,1,"Sprain of left foot, subsequent encounter"
procedure,HCPCS,48076,48076,HCPCS_48076,oov,unknown_unmappable,1,1,HX NASAL FRACTURE SURGERY
medication,RXNORM,1736645,1736645,RXN_1736645,oov,pediatric_absent,1,1,rimabotulinumtoxinB
procedure,HCPCS,50164,50164,HCPCS_50164,oov,unknown_unmappable,1,1,"HX TOF AVC (AVSD),REPAIR"
procedure,HCPCS,55573,55573,HCPCS_55573,oov,unknown_unmappable,1,1,HEART VALVE
diagnosis,ICD10,S06.895S,S06895S,ICD10_S06895S,oov,unknown_unmappable,1,1,"Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela"
procedure,HCPCS,47558,47558,HCPCS_47558,oov,unknown_unmappable,1,1,CVL INSERTION < 5 YRS OLD
procedure,HCPCS,99149,99149,HCPCS_99149,oov,unknown_unmappable,1,1,"SPINE, LUMBAR, W/ & W/O CONTRAST"
diagnosis,ICD10,T63.441D,T63441D,ICD10_T63441D,oov,unknown_unmappable,1,1,"Toxic effect of venom of bees, accidental (unintentional), subsequent encounter"
procedure,HCPCS,42742,42742,HCPCS_42742,oov,unknown_unmappable,1,1,"HX VALVULOPLASTY, AORTIC"
procedure,HCPCS,47835,47835,HCPCS_47835,oov,unknown_unmappable,1,1,HX OMPHALOCELE REPAIR
diagnosis,ICD10,Q66.42,Q6642,ICD10_Q6642,oov,unknown_unmappable,1,1,"Congenital talipes calcaneovalgus, left foot"
diagnosis,ICD10,P36.30,P3630,ICD10_P3630,oov,unknown_unmappable,1,1,Sepsis of newborn due to unspecified staphylococci
procedure,HCPCS,11897,11897,HCPCS_11897,oov,unknown_unmappable,1,1,"PR NASAL SCOPY,SPHENOIDOTOMY"
diagnosis,ICD10,S61.259A,S61259A,ICD10_S61259A,oov,unknown_unmappable,1,1,"Dog bite of finger, initial encounter"
diagnosis,ICD10,T80.92XD,T8092XD,ICD10_T8092XD,oov,unknown_unmappable,1,1,"Blood transfusion reaction, subsequent encounter"
diagnosis,ICD10,M24.871,M24871,ICD10_M24871,oov,unknown_unmappable,1,1,"Other specific joint derangements of right ankle, not elsewhere classified"
medication,RXNORM,1095421,1095421,RXN_1095421,oov,pediatric_absent,1,1,ferrous sulfate
medication,RXNORM,485647,485647,RXN_485647,oov,pediatric_absent,1,1,fluocinonide
medication,RXNORM,797058,797058,RXN_797058,oov,pediatric_absent,1,1,omeprazole magnesium
medication,RXNORM,728113,728113,RXN_728113,oov,pediatric_absent,1,1,oseltamivir phosphate
medication,RXNORM,1795149,1795149,RXN_1795149,oov,pediatric_absent,1,1,dextrose 5 % and 0.3 % NaCl
diagnosis,ICD10,S61.208A,S61208A,ICD10_S61208A,oov,unknown_unmappable,1,1,"Avulsion of skin of middle finger, initial encounter"
diagnosis,ICD10,S61.203A,S61203A,ICD10_S61203A,oov,unknown_unmappable,1,1,"Unspecified open wound of left middle finger without damage to nail, initial encounter"
medication,RXNORM,245493,245493,RXN_245493,oov,pediatric_absent,1,1,ergocalciferol (vitamin D2)
diagnosis,ICD9,V19.4,V194,ICD9_V194,oov,code_version_mismatch,1,1,Family history of skin conditions
medication,RXNORM,858342,858342,RXN_858342,oov,pediatric_absent,1,1,diclofenac potassium
procedure,HCPCS,11261,11261,HCPCS_11261,oov,unknown_unmappable,1,1,FOREIGN BODY REMOVAL - FOOT
medication,RXNORM,315096,315096,RXN_315096,oov,pediatric_absent,1,1,ethynodiol d-ethinyl estradiol
procedure,HCPCS,50901,50901,HCPCS_50901,oov,unknown_unmappable,1,1,RIGHT HEART CATH FOR CHD
medication,RXNORM,1234532,1234532,RXN_1234532,oov,pediatric_absent,1,1,pramoxine HCl/calamine
procedure,HCPCS,58622,58622,HCPCS_58622,oov,unknown_unmappable,1,1,NM SPECT BRAIN IMAGING
procedure,HCPCS,44634,44634,HCPCS_44634,oov,unknown_unmappable,1,1,IR GI REPLACE GJ TUBE WITH FLUORO
medication,RXNORM,977990,977990,RXN_977990,oov,pediatric_absent,1,1,halobetasol propionate
procedure,HCPCS,48063,48063,HCPCS_48063,oov,unknown_unmappable,1,1,"HX LUNG TRANSPLANT, DOUBLE"
procedure,HCPCS,42836,42836,HCPCS_42836,oov,unknown_unmappable,1,1,MR ABDOMEN WITHOUT THEN WITH CONTRAST
procedure,HCPCS,3260901,3260901,HCPCS_3260901,oov,unknown_unmappable,1,1,IR RADIOLOGICAL GUIDANCE FLUOROSCOPY FOR NEEDLE PLACEMENT
diagnosis,ICD10,H66.017,H66017,ICD10_H66017,oov,unknown_unmappable,1,1,"Recurrent acute suppurative otitis media with spontaneous rupture of tympanic membrane, unspecified laterality"
medication,RXNORM,1251190,1251190,RXN_1251190,oov,pediatric_absent,1,1,lactulose
diagnosis,ICD10,S66.902A,S66902A,ICD10_S66902A,oov,unknown_unmappable,1,1,"Injury of extensor tendon of hand, left, initial encounter"
medication,RXNORM,313209,313209,RXN_313209,oov,pediatric_absent,1,1,temozolomide
diagnosis,ICD10,S62.011A,S62011A,ICD10_S62011A,oov,unknown_unmappable,1,1,"Closed displaced fracture of distal pole of scaphoid bone of right wrist, initial encounter"
procedure,HCPCS,48066,48066,HCPCS_48066,oov,unknown_unmappable,1,1,HX MANDIBLE SURGERY
diagnosis,ICD10,T17.810D,T17810D,ICD10_T17810D,oov,unknown_unmappable,1,1,"Gastric contents in other parts of respiratory tract causing asphyxiation, subsequent encounter"
diagnosis,ICD10,M80.861D,M80861D,ICD10_M80861D,oov,unknown_unmappable,1,1,"Other osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with routine healing"
procedure,HCPCS,41171,41171,HCPCS_41171,oov,unknown_unmappable,1,1,CHEST TUBE REMOVAL
procedure,HCPCS,47613,47613,HCPCS_47613,oov,unknown_unmappable,1,1,HX CHEST TUBE INSERTION
medication,RXNORM,310197,310197,RXN_310197,oov,pediatric_absent,1,1,"estrogens, conjugated"
procedure,HCPCS,40967,40967,HCPCS_40967,oov,unknown_unmappable,1,1,NOTIFY RN OF:
procedure,HCPCS,129344,129344,HCPCS_129344,oov,unknown_unmappable,1,1,PR EGD TRANSORAL BIOPSY SINGLE/MULTIPLE
medication,RXNORM,308517,308517,RXN_308517,oov,pediatric_absent,1,1,baclofen
procedure,HCPCS,82081,82081,HCPCS_82081,oov,unknown_unmappable,1,1,DEFLUX OF URETER
medication,RXNORM,577315,577315,RXN_577315,oov,pediatric_absent,1,1,paricalcitol
procedure,HCPCS,90304,90304,HCPCS_90304,oov,unknown_unmappable,1,1,MR FOOT LEFT WITHOUT CONTRAST
procedure,HCPCS,40761,40761,HCPCS_40761,oov,unknown_unmappable,1,1,PPD (MANTOUX)
procedure,HCPCS,82080,82080,HCPCS_82080,oov,unknown_unmappable,1,1,FISTULOTOMY
procedure,HCPCS,47585,47585,HCPCS_47585,oov,unknown_unmappable,1,1,HX LYMPH NODE BIOPSY
medication,RXNORM,1366334,1366334,RXN_1366334,oov,pediatric_absent,1,1,levonorgestrel
procedure,HCPCS,8061001,8061001,HCPCS_8061001,oov,unknown_unmappable,1,1,IR SCLERO SALIVARY GLAND ABLATION
procedure,HCPCS,53878,53878,HCPCS_53878,oov,unknown_unmappable,1,1,COLONOSCOPY/CATH PLACEMENT/BIOPSY 45380-22
procedure,HCPCS,11957,11957,HCPCS_11957,oov,unknown_unmappable,1,1,"PR LARYNGOSCOPY,DIRECT,DIAGNOS,NEWBRN"
procedure,HCPCS,11873,11873,HCPCS_11873,oov,unknown_unmappable,1,1,"PR NASAL ENDOSCOPY,DX"
procedure,HCPCS,90770,90770,HCPCS_90770,oov,unknown_unmappable,1,1,IR PORT OR TUNNELED LINE REMOVAL
diagnosis,ICD10,T23.102D,T23102D,ICD10_T23102D,oov,unknown_unmappable,1,1,"Burn, hand, first degree, left, subsequent encounter"
medication,RXNORM,1989112,1989112,RXN_1989112,oov,pediatric_absent,1,1,epinephrine
procedure,HCPCS,46381,46381,HCPCS_46381,oov,unknown_unmappable,1,1,HX AORTIC COARCTATION REPAIR
drg,DRG,OM360,OM360,DRG_OM360,oov,unknown_unmappable,1,1,"VAGINA, CERVIX & VULVA PROCEDURES"
drg,DRG,OMAPR312,OMAPR312,DRG_OMAPR312,oov,unknown_unmappable,1,1,"SKIN GRAFT, EXCEPT HAND, FOR MUSCULOSKELETAL & CONNECTIVE TISSUE DIAGNOSES"
drg,DRG,OMAPR196,OMAPR196,DRG_OMAPR196,oov,unknown_unmappable,1,1,CARDIAC ARREST & SHOCK
procedure,HCPCS,42930,42930,HCPCS_42930,oov,unknown_unmappable,1,1,MR HEAD ANGIOGRAPHY WITHOUT THEN WITH CONTRAST
drg,DRG,MS477,MS477,DRG_MS477,oov,unknown_unmappable,1,1,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC
drg,DRG,MS749,MS749,DRG_MS749,oov,unknown_unmappable,1,1,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC
procedure,HCPCS,44703,44703,HCPCS_44703,oov,unknown_unmappable,1,1,IR VASCULAR ACCESS PORT PLACEMENT
drg,DRG,MS216,MS216,DRG_MS216,oov,unknown_unmappable,1,1,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC
diagnosis,ICD10,T85.850A,T85850A,ICD10_T85850A,oov,unknown_unmappable,1,1,"Stenosis due to nervous system prosthetic devices, implants and grafts, initial encounter"
procedure,HCPCS,10975,10975,HCPCS_10975,oov,unknown_unmappable,1,1,"PR REPAIR ACHILLES TENDON,PRIMARY"
drg,DRG,MS410,MS410,DRG_MS410,oov,unknown_unmappable,1,1,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC
drg,DRG,OMAPR176,OMAPR176,DRG_OMAPR176,oov,unknown_unmappable,1,1,"INSERTION, REVISION & REPLACEMENTS OF PACEMAKER & OTHER CARDIAC DEVICES"
procedure,HCPCS,87583,87583,HCPCS_87583,oov,unknown_unmappable,1,1,RECTAL BIOPSY
procedure,HCPCS,46301,46301,HCPCS_46301,oov,unknown_unmappable,1,1,HX DOUBLE LUNG TRANSPLANT
medication,RXNORM,1191265,1191265,RXN_1191265,oov,pediatric_absent,1,1,fluocinolone acetonide
drg,DRG,OMAPR169,OMAPR169,DRG_OMAPR169,oov,unknown_unmappable,1,1,MAJOR ABDOMINAL VASCULAR PROCEDURES
drg,DRG,MS730,MS730,DRG_MS730,oov,unknown_unmappable,1,1,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC
drg,DRG,MS337,MS337,DRG_MS337,oov,unknown_unmappable,1,1,PERITONEAL ADHESIOLYSIS W/O CC/MCC
drg,DRG,MS356,MS356,DRG_MS356,oov,unknown_unmappable,1,1,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC
medication,RXNORM,1312502,1312502,RXN_1312502,oov,pediatric_absent,1,1,cholecalciferol (vitamin D3)
medication,RXNORM,197574,197574,RXN_197574,oov,pediatric_absent,1,1,desoximetasone
drg,DRG,MS510,MS510,DRG_MS510,oov,unknown_unmappable,1,1,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W MCC"
drg,DRG,MS087,MS087,DRG_MS087,oov,unknown_unmappable,1,1,"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC"
drg,DRG,OM035,OM035,DRG_OM035,oov,unknown_unmappable,1,1,OTHER DISORDERS OF NERVOUS SYSTEM W/O CC
medication,RXNORM,1094022,1094022,RXN_1094022,oov,pediatric_absent,1,1,calcium carbonate/vitamin D3
drg,DRG,MS709,MS709,DRG_MS709,oov,unknown_unmappable,1,1,PENIS PROCEDURES W CC/MCC
procedure,HCPCS,94660,94660,HCPCS_94660,oov,unknown_unmappable,1,1,"+PR POS AIRWAY PRESSURE, CPAP"
drg,DRG,OMAPR246,OMAPR246,DRG_OMAPR246,oov,unknown_unmappable,1,1,GASTROINTESTINAL VASCULAR INSUFFICIENCY
drg,DRG,MS963,MS963,DRG_MS963,oov,unknown_unmappable,1,1,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC
diagnosis,ICD9,777.1,7771,PHE_656.6,oov,pediatric_absent,1,1,Meconium plug
procedure,HCPCS,24210,24210,HCPCS_24210,oov,unknown_unmappable,1,1,PR CATH IMPL VASC ACCESS PORTAL
diagnosis,ICD10,M87.061,M87061,ICD10_M87061,oov,unknown_unmappable,1,1,Bone infarction of distal end of right tibia
drg,DRG,MS085,MS085,DRG_MS085,oov,unknown_unmappable,1,1,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC"
drg,DRG,MS489,MS489,DRG_MS489,oov,unknown_unmappable,1,1,KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC
medication,RXNORM,2854,2854,RXN_2854,oov,pediatric_absent,1,1,corn oil
drg,DRG,OM003,OM003,DRG_OM003,oov,unknown_unmappable,1,1,CRANIOTOMY AGE 0-17
drg,DRG,MS125,MS125,DRG_MS125,oov,unknown_unmappable,1,1,OTHER DISORDERS OF THE EYE W/O MCC
drg,DRG,MS149,MS149,DRG_MS149,oov,unknown_unmappable,1,1,DYSEQUILIBRIUM
medication,RXNORM,245494,245494,RXN_245494,oov,pediatric_absent,1,1,ergocalciferol (vitamin D2)
diagnosis,ICD10,A37.80,A3780,ICD10_A3780,oov,unknown_unmappable,1,1,Whooping cough due to other Bordetella species without pneumonia
medication,RXNORM,312832,312832,RXN_312832,oov,pediatric_absent,1,1,risperidone
diagnosis,ICD10,T24.222A,T24222A,ICD10_T24222A,oov,unknown_unmappable,1,1,"Burn of second degree of left knee, initial encounter"
medication,RXNORM,892255,892255,RXN_892255,oov,pediatric_absent,1,1,levothyroxine sodium
procedure,HCPCS,90364,90364,HCPCS_90364,oov,unknown_unmappable,1,1,MR ORBITS WITH CONTRAST
medication,RXNORM,1012384,1012384,RXN_1012384,oov,pediatric_absent,1,1,bupivacaine HCl/epinephrine
procedure,HCPCS,46066,46066,HCPCS_46066,oov,unknown_unmappable,1,1,HX EXCISION RANULA
diagnosis,ICD10,M23.352,M23352,ICD10_M23352,oov,unknown_unmappable,1,1,"Other meniscus derangements, posterior horn of lateral meniscus, left knee"
diagnosis,ICD9,764.99,76499,ICD9_76499,oov,code_version_mismatch,1,1,"Unspecified fetal growth retardation, 2,500 or more grams"
procedure,HCPCS,82087,82087,HCPCS_82087,oov,unknown_unmappable,1,1,SUPRAPUBIC TUBE
diagnosis,ICD10,T71.164A,T71164A,ICD10_T71164A,oov,unknown_unmappable,1,1,"Hanging, undetermined whether accidentally or purposely inflicted, initial encounter"
diagnosis,ICD10,M60.842,M60842,ICD10_M60842,oov,unknown_unmappable,1,1,Other myositis of left hand
diagnosis,ICD10,M91.22,M9122,ICD10_M9122,oov,unknown_unmappable,1,1,"Coxa plana, left hip"
diagnosis,ICD10,J30.5,J305,ICD10_J305,oov,unknown_unmappable,1,1,Non-seasonal allergic rhinitis due to food
diagnosis,ICD10,S21.202D,S21202D,ICD10_S21202D,oov,unknown_unmappable,1,1,"Unspecified open wound of left back wall of thorax without penetration into thoracic cavity, subsequent encounter"
diagnosis,ICD10,T17.220S,T17220S,ICD10_T17220S,oov,unknown_unmappable,1,1,"Food in pharynx causing asphyxiation, sequela"
procedure,HCPCS,52942,52942,HCPCS_52942,oov,unknown_unmappable,1,1,CROWN MOLAR
diagnosis,ICD10,S42.454S,S42454S,ICD10_S42454S,oov,unknown_unmappable,1,1,"Closed nondisplaced fracture of lateral condyle of right humerus, sequela"
procedure,HCPCS,42762,42762,HCPCS_42762,oov,unknown_unmappable,1,1,HX SPLENECTOMY
diagnosis,ICD10,S56.429A,S56429A,ICD10_S56429A,oov,unknown_unmappable,1,1,"Extensor tendon laceration, finger, open wound, initial encounter"
diagnosis,ICD10,S66.829A,S66829A,ICD10_S66829A,oov,unknown_unmappable,1,1,Laceration of flexor tendon of hand
diagnosis,ICD10,E70.318,E70318,ICD10_E70318,oov,unknown_unmappable,1,1,Other ocular albinism
diagnosis,ICD10,S53.004D,S53004D,ICD10_S53004D,oov,unknown_unmappable,1,1,"Unspecified dislocation of right radial head, subsequent encounter"
procedure,HCPCS,69817,69817,HCPCS_69817,oov,unknown_unmappable,1,1,HYBRID/OTHER PROCEDURE
diagnosis,ICD10,M67.361,M67361,ICD10_M67361,oov,unknown_unmappable,1,1,"Transient synovitis of knee, right"
procedure,HCPCS,493,493,HCPCS_493,oov,unknown_unmappable,1,1,ECHOCARDIOGRAM
medication,RXNORM,895711,895711,RXN_895711,oov,pediatric_absent,1,1,"influenza vacc,tri 2009 (live)"
procedure,HCPCS,16670,16670,HCPCS_16670,oov,unknown_unmappable,1,1,"PR TWIST HOLE SKULL,IMPLANT CATH/DEVICE"
medication,RXNORM,309291,309291,RXN_309291,oov,pediatric_absent,1,1,ciclopirox
medication,RXNORM,57555,57555,RXN_57555,oov,pediatric_absent,1,1,pramoxine HCl/camph/zinc acet
medication,RXNORM,1085640,1085640,RXN_1085640,oov,pediatric_absent,1,1,triamcinolone acetonide
medication,RXNORM,1148597,1148597,RXN_1148597,oov,pediatric_absent,1,1,cholecalciferol (vitamin D3)
diagnosis,ICD10,M91.42,M9142,ICD10_M9142,oov,unknown_unmappable,1,1,"Coxa magna, left hip"
diagnosis,ICD10,M67.38,M6738,ICD10_M6738,oov,unknown_unmappable,1,1,"Transient synovitis, other site"
diagnosis,ICD10,E75.25,E7525,ICD10_E7525,oov,unknown_unmappable,1,1,Metachromatic leukodystrophy
procedure,HCPCS,12119,12119,HCPCS_12119,oov,unknown_unmappable,1,1,PR AIRWAYS SURGICAL PROCEDURE UNLISTED
medication,RXNORM,898346,898346,RXN_898346,oov,pediatric_absent,1,1,amlodipine besylate/benazepril
procedure,HCPCS,499,499,HCPCS_499,oov,unknown_unmappable,1,1,ECHOCARDIOGRAM COMPLETE
procedure,HCPCS,17094,17094,HCPCS_17094,oov,unknown_unmappable,1,1,"PR INSERT/ REPLACE INFUSN PUMP,PROGRAMMABLE"
diagnosis,ICD9,V42.9,V429,ICD9_V429,oov,code_version_mismatch,1,1,Hypertension associated with transplantation
diagnosis,ICD10,V79.50XD,V7950XD,ICD10_V7950XD,oov,unknown_unmappable,1,1,"Passenger on bus injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter"
drg,DRG,OMAPR583,OMAPR583,DRG_OMAPR583,oov,unknown_unmappable,1,1,NEONATE W ECMO
procedure,HCPCS,2020801,2020801,HCPCS_2020801,oov,unknown_unmappable,1,1,BONE MARROW BIOPSY
procedure,HCPCS,47991,47991,HCPCS_47991,oov,unknown_unmappable,1,1,HX FACIAL RECONSTRUCTION SURGERY
medication,RXNORM,485514,485514,RXN_485514,oov,pediatric_absent,1,1,5-hydroxytryptophan (5-HTP)
procedure,HCPCS,98650,98650,HCPCS_98650,oov,unknown_unmappable,1,1,ABSCESS DRAINAGE
procedure,HCPCS,10735,10735,HCPCS_10735,oov,unknown_unmappable,1,1,"PR TENOTOMY,BI HAMSTR,KNEE-THIGH,MULTI"
procedure,HCPCS,46329,46329,HCPCS_46329,oov,unknown_unmappable,1,1,URETERAL REIMPLANTATION
medication,RXNORM,2173494,2173494,RXN_2173494,oov,pediatric_absent,1,1,midazolam
diagnosis,ICD10,K02.61,K0261,ICD10_K0261,oov,unknown_unmappable,1,1,Acute enamel dental caries
drg,DRG,OMAPR059,OMAPR059,DRG_OMAPR059,oov,unknown_unmappable,1,1,ANOXIC & OTHER SEVERE BRAIN DAMAGE
