rxcui,level1_token,level2_token,level3_token,tty
308508,RXN_308508,RXN_308508,THERA_ANTIBIOTICS,Semantic Clinical Drug
1658259,RXN_1658259,RXN_1658259,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
252559,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
310467,RXN_310467,RXN_310467,THERA_ANTIBIOTICS,Semantic Clinical Drug
1000114,RXN_1000114,RXN_1000114,THERA_HORMONES,Semantic Clinical Drug
242590,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1594589,RXN_1594593,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
311289,RXN_311289,RXN_311289,THERA_CNS_DRUGS,Semantic Clinical Drug
639566,RXN_639566,RXN_639566,THERA_VITAMINS,Semantic Clinical Drug
1291276,,,THERA_VITAMINS,Semantic Clinical Drug
485023,RXN_485023,RXN_485023,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
996029,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
485020,RXN_485020,RXN_485020,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
1648759,RXN_201883,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1648755,RXN_1648755,RXN_1648755,THERA_ANTIBIOTICS,Semantic Clinical Drug
314231,RXN_314231,RXN_314231,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1099279,RXN_1099279,RXN_1099279,THERA_GASTROINTESTINAL,Semantic Clinical Drug
197884,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
198806,RXN_198806,RXN_198806,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
314234,RXN_314234,RXN_314234,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1291286,,,THERA_HORMONES,Semantic Clinical Drug
198378,RXN_198378,RXN_198378,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
312961,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
402243,RXN_402243,RXN_402243,THERA_ANTINEOPLASTICS,Semantic Clinical Drug
854834,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1370750,,,THERA_SKIN_PREPS,Semantic Clinical Drug
197832,RXN_197832,RXN_197832,THERA_ANTIBIOTICS,Semantic Clinical Drug
197606,RXN_197606,RXN_197606,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
308182,RXN_308182,RXN_308182,THERA_ANTIBIOTICS,Semantic Clinical Drug
828527,RXN_828527,RXN_828527,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1248739,,,THERA_HORMONES,Semantic Clinical Drug
197942,RXN_197942,RXN_197942,THERA_THYROID_PREPS,Semantic Clinical Drug
637320,,INGSET_637320,THERA_DIAGNOSTIC,Precise Ingredient
250820,,,THERA_CNS_DRUGS,Semantic Clinical Drug
1310578,,INGSET_1310578,THERA_ELECT_CALORIC_H2O,Ingredient
308136,RXN_308136,RXN_308136,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
9641,,INGSET_9641,THERA_ELECT_CALORIC_H2O,Ingredient
1100457,RXN_1100457,RXN_1100457,THERA_VITAMINS,Semantic Clinical Drug
312036,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
310285,,,THERA_CNS_DRUGS,Semantic Clinical Drug
597823,RXN_597823,RXN_597823,THERA_ANTIBIOTICS,Semantic Clinical Drug
2000127,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1806177,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
884185,RXN_884185,RXN_884185,THERA_CARDIOVASCULAR,Semantic Clinical Drug
200007,,,THERA_HORMONES,Semantic Clinical Drug
862019,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1593856,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
995253,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
312829,RXN_312829,RXN_312829,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
861007,RXN_861007,RXN_861007,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
359969,RXN_359969,RXN_359969,THERA_EENT_PREPS,Semantic Clinical Drug
308493,RXN_308493,RXN_308493,THERA_ANTIBIOTICS,Semantic Clinical Drug
1087391,RXN_1087395,,THERA_BIOLOGICALS,Semantic Clinical Drug
1807513,RXN_1807513,RXN_1807513,THERA_ANTIBIOTICS,Semantic Clinical Drug
313451,RXN_313451,RXN_313451,THERA_SKIN_PREPS,Semantic Clinical Drug
309593,,,THERA_VITAMINS,Semantic Clinical Drug
313413,RXN_313413,RXN_313413,THERA_MUSCLE_RELAXANTS,Semantic Clinical Drug
1435169,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
993687,RXN_993687,RXN_993687,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
602802,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
314165,,,THERA_EENT_PREPS,Semantic Clinical Drug
1998773,RXN_1998774,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
197311,RXN_197311,RXN_197311,THERA_ANTIVIRALS,Semantic Clinical Drug
197931,RXN_197931,RXN_197931,THERA_ANTINEOPLASTICS,Semantic Clinical Drug
248420,RXN_248420,RXN_248420,THERA_GASTROINTESTINAL,Semantic Clinical Drug
833234,RXN_849383,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
197900,RXN_197900,RXN_197900,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
992460,RXN_992460,RXN_992460,THERA_ANTIHISTAMINES,Semantic Clinical Drug
282708,,,THERA_ANESTHETICS,Semantic Clinical Drug
197699,RXN_197699,RXN_197699,THERA_ANTIFUNGALS,Semantic Clinical Drug
8928,,INGSET_1150283+1163578+1163579+1295184+1295498+1791064+1873468+1989201+204593+2049452+2277602+2636942+331385+333222+333223+373696+581416,THERA_GASTROINTESTINAL,Ingredient
978010,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
197511,RXN_197511,RXN_197511,THERA_ANTIBIOTICS,Semantic Clinical Drug
311679,,,THERA_SKIN_PREPS,Semantic Clinical Drug
142034,,,THERA_SKIN_PREPS,Semantic Clinical Drug
828348,RXN_828348,RXN_828348,THERA_MUSCLE_RELAXANTS,Semantic Clinical Drug
106336,RXN_106336,RXN_106336,THERA_ANTIFUNGALS,Semantic Clinical Drug
349094,RXN_349094,RXN_349094,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1797883,,,THERA_EENT_PREPS,Semantic Clinical Drug
198193,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1654038,,,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
197380,RXN_197380,RXN_197380,THERA_CARDIOVASCULAR,Semantic Clinical Drug
309081,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
313979,RXN_313979,RXN_313979,THERA_HORMONES,Semantic Clinical Drug
349194,RXN_349194,RXN_349194,THERA_CNS_DRUGS,Semantic Clinical Drug
1370770,,,THERA_SKIN_PREPS,Semantic Clinical Drug
1111339,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
1552002,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1657209,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
311290,,,THERA_CNS_DRUGS,Semantic Clinical Drug
845836,,,THERA_SKIN_PREPS,Semantic Clinical Drug
308192,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
393245,RXN_393245,RXN_393245,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
1728791,,,THERA_ANALGESICS,Semantic Clinical Drug
877525,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
616480,,,THERA_SKIN_PREPS,Semantic Clinical Drug
197392,,,THERA_MUSCLE_RELAXANTS,Semantic Clinical Drug
1662285,RXN_1662285,RXN_1662285,THERA_ANTIBIOTICS,Semantic Clinical Drug
892589,RXN_892589,RXN_892589,THERA_ANALGESICS,Semantic Clinical Drug
282805,RXN_282805,RXN_282805,THERA_SKIN_PREPS,Semantic Clinical Drug
2198900,,,THERA_BIOLOGICALS,Semantic Clinical Drug
313820,,,THERA_ANALGESICS,Semantic Clinical Drug
1006120,RXN_1006120,RXN_1006120,THERA_ANTIBIOTICS,Semantic Clinical Drug
861237,RXN_861237,RXN_861237,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
1190184,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
198946,,,THERA_VITAMINS,Semantic Clinical Drug
1099625,RXN_1099625,RXN_1099625,THERA_CNS_DRUGS,Semantic Clinical Drug
1099681,RXN_1099681,RXN_1099681,THERA_CNS_DRUGS,Semantic Clinical Drug
861221,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
203150,,INGSET_1011480+1014570+1014672+1086791+1482528+2261743+2261747+2558500+353102+58930+865258+900604+977496,THERA_ANTIHISTAMINES,Precise Ingredient
1367426,,,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
197312,RXN_209977,,THERA_ANTIVIRALS,Semantic Clinical Drug
1049160,,,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
314209,RXN_213322,,THERA_ANALGESICS,Semantic Clinical Drug
311753,,,THERA_SKIN_PREPS,Semantic Clinical Drug
998540,RXN_998540,RXN_998540,THERA_ANTIFUNGALS,Semantic Clinical Drug
311450,RXN_311450,RXN_311450,THERA_DIURETICS,Semantic Clinical Drug
1250685,RXN_1250685,RXN_1250685,THERA_GASTROINTESTINAL,Semantic Clinical Drug
312839,,,THERA_ANALGESICS,Semantic Clinical Drug
866083,RXN_866083,RXN_866083,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
240029,,,THERA_VITAMINS,Semantic Clinical Drug
317174,RXN_317174,RXN_317174,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1730076,RXN_1730076,RXN_1730076,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
991194,RXN_991194,RXN_991194,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
197582,RXN_197582,RXN_197582,THERA_HORMONES,Semantic Clinical Drug
853201,RXN_853201,RXN_853201,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
311666,RXN_311666,RXN_311666,THERA_GASTROINTESTINAL,Semantic Clinical Drug
313161,RXN_313161,RXN_313161,THERA_ANALGESICS,Semantic Clinical Drug
834022,RXN_834022,RXN_834022,THERA_ANALGESICS,Semantic Clinical Drug
314227,,,THERA_ANALGESICS,Semantic Clinical Drug
995281,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
311668,RXN_311668,RXN_311668,THERA_GASTROINTESTINAL,Semantic Clinical Drug
245473,,,THERA_VITAMINS,Semantic Clinical Drug
151029,,,THERA_SKIN_PREPS,Semantic Clinical Drug
543460,,,THERA_SKIN_PREPS,Semantic Clinical Drug
1992303,RXN_1992303,RXN_1992303,THERA_EENT_PREPS,Semantic Clinical Drug
198707,RXN_198707,RXN_198707,THERA_SKIN_PREPS,Semantic Clinical Drug
309692,RXN_205669,,THERA_EENT_PREPS,Semantic Clinical Drug
856448,RXN_856448,RXN_856448,THERA_CARDIOVASCULAR,Semantic Clinical Drug
856535,RXN_856535,RXN_856535,THERA_CARDIOVASCULAR,Semantic Clinical Drug
198630,RXN_198630,RXN_198630,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
242800,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1047881,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
312840,,,THERA_ANALGESICS,Semantic Clinical Drug
205023,,,THERA_SKIN_PREPS,Semantic Clinical Drug
259216,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
308511,RXN_308511,RXN_308511,THERA_ANTIBIOTICS,Semantic Clinical Drug
313599,,,THERA_VITAMINS,Semantic Clinical Drug
313072,RXN_1799654,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
2101899,RXN_2101899,RXN_2101899,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1658156,,,THERA_BIOLOGICALS,Semantic Clinical Drug
349273,,,THERA_COLONY_STIMULATING_FACTORS,Semantic Clinical Drug
349274,,,THERA_COLONY_STIMULATING_FACTORS,Semantic Clinical Drug
731181,,,THERA_COLONY_STIMULATING_FACTORS,Semantic Clinical Drug
901514,RXN_901518,,THERA_BIOLOGICALS,Semantic Clinical Drug
198232,RXN_198232,RXN_198232,THERA_GASTROINTESTINAL,Semantic Clinical Drug
312136,RXN_312136,RXN_312136,THERA_CNS_DRUGS,Semantic Clinical Drug
198640,,,THERA_VITAMINS,Semantic Clinical Drug
1946772,RXN_1946772,RXN_1946772,THERA_ANTINEOPLASTICS,Semantic Clinical Drug
1655956,RXN_1655956,RXN_1655956,THERA_ANTINEOPLASTICS,Semantic Clinical Drug
861487,RXN_861487,RXN_861487,THERA_SKIN_PREPS,Semantic Clinical Drug
1797929,RXN_1797931,,THERA_EENT_PREPS,Semantic Clinical Drug
1608397,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
996520,RXN_996520,RXN_996520,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
24947,,INGSET_1095420+1098864+1098909+1152931+1152932+1152937+1152938+1164409+1164410+1164413+1164414+1164415+2123164+2667849+323954+328924+329760+331925+333543+334770+334771+334773+334778+372184+372185+372187+372189+374492+439620+619052+619061+855842,THERA_VITAMINS,Ingredient
313227,,,THERA_ANTIFUNGALS,Semantic Clinical Drug
897657,RXN_897657,RXN_897657,THERA_ANALGESICS,Semantic Clinical Drug
1188426,,,THERA_EENT_PREPS,Semantic Clinical Drug
579996,,,THERA_EENT_PREPS,Semantic Clinical Drug
702008,,,THERA_EENT_PREPS,Semantic Clinical Drug
197304,RXN_197304,RXN_197304,THERA_DIURETICS,Semantic Clinical Drug
1870225,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
1362706,RXN_1362706,RXN_1362706,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
617423,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
857635,RXN_857635,RXN_857635,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1049143,,,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
358917,,,THERA_SKIN_PREPS,Semantic Clinical Drug
885578,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
749786,,,THERA_CONTRACEPTIVES,Generic Pack
106302,RXN_106302,RXN_106302,THERA_SKIN_PREPS,Semantic Clinical Drug
750242,,,THERA_CONTRACEPTIVES,Generic Pack
1359572,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
804156,,,THERA_CONTRACEPTIVES,Semantic Clinical Drug
197351,RXN_197351,RXN_197351,THERA_BLOOD,Semantic Clinical Drug
1797859,,,THERA_HORMONES,Semantic Clinical Drug
200194,,,THERA_ANALGESICS,Semantic Clinical Drug
847230,,,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
1653202,,,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
1652639,,,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
876849,,,THERA_VITAMINS,Semantic Clinical Drug
1726844,RXN_1726846,,THERA_ANTIINFLAM_TUMOR_NECROSIS_FACTOR_INHIBITING_AGENTS,Semantic Clinical Drug
103456,RXN_103456,RXN_103456,THERA_SKIN_PREPS,Semantic Clinical Drug
1191302,RXN_1191302,RXN_1191302,THERA_SKIN_PREPS,Semantic Clinical Drug
577208,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
314286,RXN_314286,RXN_314286,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
856457,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
198365,RXN_198365,RXN_198365,THERA_GASTROINTESTINAL,Semantic Clinical Drug
311264,,,THERA_CNS_DRUGS,Semantic Clinical Drug
834061,RXN_834061,RXN_834061,THERA_ANTIBIOTICS,Semantic Clinical Drug
314266,RXN_314266,RXN_314266,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
562806,,,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
895987,,,THERA_SKIN_PREPS,Semantic Clinical Drug
617296,RXN_617296,RXN_617296,THERA_ANTIBIOTICS,Semantic Clinical Drug
312593,RXN_312593,RXN_312593,THERA_CARDIOVASCULAR,Semantic Clinical Drug
312745,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
312594,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
476556,RXN_639888,,THERA_ANTIVIRALS,Semantic Clinical Drug
744842,RXN_744846,,THERA_ANTIVIRALS,Semantic Clinical Drug
313586,RXN_313586,RXN_313586,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
313581,RXN_313581,RXN_313581,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1235247,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
351249,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1040031,RXN_1040036,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
242206,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1234586,,,THERA_EENT_PREPS,Semantic Clinical Drug
1549386,,,THERA_EENT_PREPS,Semantic Clinical Drug
1052760,RXN_1052760,RXN_1052760,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1863354,RXN_1863354,RXN_1863354,THERA_ANTINEOPLASTICS,Semantic Clinical Drug
239179,RXN_239179,RXN_239179,THERA_ANTINEOPLASTICS,Semantic Clinical Drug
311725,RXN_311725,RXN_311725,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
854830,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
854838,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
616483,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1431235,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
864797,RXN_864797,RXN_864797,THERA_BIOLOGICALS,Semantic Clinical Drug
996558,,,THERA_HORMONES,Semantic Clinical Drug
1735494,,,THERA_HORMONES,Semantic Clinical Drug
835840,RXN_835842,,THERA_HORMONES,Semantic Clinical Drug
309150,RXN_1251411,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
309291,,,THERA_ANTIFUNGALS,Semantic Clinical Drug
797534,,,THERA_ANTIVIRALS,Semantic Clinical Drug
895487,,,THERA_SKIN_PREPS,Semantic Clinical Drug
861025,,,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
1670011,RXN_1670016,,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
861004,,,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
311040,RXN_351926,,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
1667993,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
311678,,,THERA_SKIN_PREPS,Semantic Clinical Drug
1357010,,,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
313408,,,THERA_EENT_PREPS,Semantic Clinical Drug
311254,RXN_885109,,THERA_SKIN_PREPS,Semantic Clinical Drug
577237,RXN_577237,RXN_577237,THERA_SKIN_PREPS,Semantic Clinical Drug
310026,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1650030,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
898346,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
617312,RXN_617312,RXN_617312,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1812079,RXN_1812079,RXN_1812079,THERA_HORMONES,Semantic Clinical Drug
1654035,,,THERA_DIAGNOSTIC,Semantic Clinical Drug
1667909,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
346508,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
861227,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
636811,,,THERA_HORMONES,Semantic Clinical Drug
205301,RXN_205301,RXN_205301,THERA_HORMONES,Semantic Clinical Drug
1111343,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
1989112,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
855480,,,THERA_SKIN_PREPS,Semantic Clinical Drug
310273,RXN_310273,RXN_310273,THERA_GASTROINTESTINAL,Semantic Clinical Drug
728113,,,THERA_ANTIVIRALS,Semantic Clinical Drug
351137,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
866094,RXN_866094,RXN_866094,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
856373,RXN_856373,RXN_856373,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
854846,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
854842,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
313776,RXN_313776,RXN_313776,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
541363,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
313778,RXN_313778,RXN_313778,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
199680,,,THERA_SKIN_PREPS,Semantic Clinical Drug
708071,,,THERA_SKIN_PREPS,Semantic Clinical Drug
310600,,,THERA_ANTIFUNGALS,Semantic Clinical Drug
858747,RXN_858747,RXN_858747,THERA_GASTROINTESTINAL,Semantic Clinical Drug
310433,,,THERA_CNS_DRUGS,Semantic Clinical Drug
644088,RXN_644088,RXN_644088,THERA_GASTROINTESTINAL,Semantic Clinical Drug
11251,,INGSET_1153295+1153296+577047+619229,THERA_VITAMINS,Ingredient
313324,RXN_313324,RXN_313324,THERA_VITAMINS,Semantic Clinical Drug
313326,,,THERA_VITAMINS,Semantic Clinical Drug
212033,RXN_212033,RXN_212033,THERA_ANALGESICS,Semantic Clinical Drug
896186,RXN_896190,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1718906,,,THERA_SEDATIVE_HYPNOTICS,Semantic Clinical Drug
1147378,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
351285,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1362753,,,THERA_HORMONES,Semantic Clinical Drug
596930,RXN_596930,RXN_596930,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
993503,RXN_993503,RXN_993503,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
993518,RXN_993518,RXN_993518,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
756209,RXN_756209,RXN_756209,THERA_ANTIVIRALS,Semantic Clinical Drug
311878,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
314200,RXN_314200,RXN_314200,THERA_GASTROINTESTINAL,Semantic Clinical Drug
313142,RXN_313142,RXN_313142,THERA_GASTROINTESTINAL,Semantic Clinical Drug
198902,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
905273,,,THERA_ANTIPARKINSON_DRUGS,Semantic Clinical Drug
849493,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
1665102,RXN_1665102,RXN_1665102,THERA_ANTIBIOTICS,Semantic Clinical Drug
197698,RXN_197698,RXN_197698,THERA_ANTIFUNGALS,Semantic Clinical Drug
1085736,,,THERA_SKIN_PREPS,Semantic Clinical Drug
204624,RXN_204624,RXN_204624,THERA_VITAMINS,Semantic Clinical Drug
2003714,,,THERA_ANALGESICS,Semantic Clinical Drug
647121,RXN_647121,RXN_647121,THERA_CNS_DRUGS,Semantic Clinical Drug
3320,,INGSET_3320,THERA_DIAGNOSTIC,Precise Ingredient
197391,RXN_197391,RXN_197391,THERA_MUSCLE_RELAXANTS,Semantic Clinical Drug
197444,RXN_197444,RXN_197444,THERA_ANTIPARKINSON_DRUGS,Semantic Clinical Drug
197863,RXN_197863,RXN_197863,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
260260,RXN_260260,RXN_260260,THERA_ANTIPARKINSON_DRUGS,Semantic Clinical Drug
199370,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
237420,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
596936,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1374842,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
197861,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
1297988,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
90,,INGSET_1092388+1535149+1874904+2391745+352790+451805+830735+880179+884745+884749,THERA_GASTROINTESTINAL,Multiple Ingredients
282465,RXN_282465,RXN_282465,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
314124,RXN_314124,RXN_314124,THERA_SKIN_PREPS,Semantic Clinical Drug
1736645,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
1736647,,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
197739,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1111106,RXN_1111110,,THERA_ANTIBIOTICS,Semantic Clinical Drug
311265,RXN_311265,RXN_311265,THERA_CNS_DRUGS,Semantic Clinical Drug
10691,,INGSET_1157666+1157668+1157669+1789851+2170285+316849+374181+883825,THERA_BLOOD,Ingredient
805375,,,THERA_BIOLOGICALS,Semantic Clinical Drug
847628,,,THERA_SKIN_PREPS,Semantic Clinical Drug
846138,,,THERA_VITAMINS,Semantic Clinical Drug
1659746,,,THERA_BIOLOGICALS,Semantic Clinical Drug
1247379,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1247386,RXN_1247388,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1797833,,,THERA_EENT_PREPS,Semantic Clinical Drug
20791,,INGSET_1089997+1291129+1437960+1661072+1869717+215667+216813+219168+219169+224891+224892+345994+346134+545700+834145+834151+834172+834205+834217+998279,THERA_SKIN_PREPS,Precise Ingredient
204491,RXN_543739,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1869280,,,THERA_CNS_DRUGS,Semantic Clinical Drug
198604,,,THERA_SKIN_PREPS,Semantic Clinical Drug
200010,,,THERA_SKIN_PREPS,Semantic Clinical Drug
6873,,INGSET_1162873+1162874+1868840+1868841+1868842+316282+372851,THERA_SKIN_PREPS,Ingredient
308966,RXN_991606,,THERA_EENT_PREPS,Semantic Clinical Drug
630936,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
309686,RXN_309686,RXN_309686,THERA_HORMONES,Semantic Clinical Drug
1734203,,,THERA_ANESTHETICS,Semantic Clinical Drug
866427,RXN_866427,RXN_866427,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1148597,,,THERA_VITAMINS,Semantic Clinical Drug
1358763,,,THERA_CONTRACEPTIVES,Generic Pack
1649990,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
309333,RXN_309333,RXN_309333,THERA_ANTIBIOTICS,Semantic Clinical Drug
427538,,,THERA_CNS_DRUGS,Semantic Clinical Drug
1361048,,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
997170,,,THERA_ANALGESICS,Semantic Clinical Drug
798242,,,THERA_BIOLOGICALS,Semantic Clinical Drug
857965,,,THERA_BIOLOGICALS,Semantic Clinical Drug
864781,,,THERA_BIOLOGICALS,Semantic Clinical Drug
885385,,,THERA_HORMONES,Semantic Clinical Drug
1736262,,,THERA_HORMONES,Semantic Clinical Drug
